Date,City,Country,AQI,PM2.5 (µg/m³),PM10 (µg/m³),NO2 (ppb),SO2 (ppb),CO (ppm),O3 (ppb),Temperature (°C),Humidity (%),Wind Speed (m/s)
2024-05-14,Los Angeles,USA,141,244.4,241.9,56.2,31.9,5.25,30.7,-7.9,46,1.9
2024-05-14,Delhi,India,42,238.0,153.8,18.6,19.2,3.42,158.4,2.8,36,7.7
2024-05-14,Paris,France,103,50.5,270.7,23.8,49.6,5.3,159.1,13.4,32,6.7
2024-05-14,São Paulo,Brazil,35,42.5,22.0,61.8,15.1,5.19,76.1,38.5,71,12.2
2024-05-14,Cairo,Egypt,161,54.6,106.4,74.2,45.3,9.65,99.0,0.7,84,10.6
2024-05-15,New York,USA,152,32.8,223.7,34.5,22.2,6.7,66.4,18.6,57,12.6
2024-05-15,Los Angeles,USA,113,86.7,21.8,89.3,13.6,3.05,172.6,-4.5,10,3.2
2024-05-15,Delhi,India,241,199.4,107.5,27.5,30.7,9.97,76.8,-0.8,34,12.9
2024-05-15,Paris,France,234,205.3,100.3,36.1,39.3,1.22,128.6,-7.4,44,8.0
2024-05-15,São Paulo,Brazil,151,54.8,46.8,74.5,29.2,4.97,150.3,-8.0,26,11.0
2024-05-15,Cairo,Egypt,262,44.1,48.3,46.0,46.0,7.37,47.7,-7.7,14,10.4
2024-05-16,New York,USA,96,149.3,150.1,91.0,44.4,4.62,123.5,36.8,60,0.6
2024-05-16,Los Angeles,USA,265,149.7,289.4,70.2,14.0,0.55,103.3,-1.8,24,0.9
2024-05-16,Delhi,India,181,11.9,104.4,26.4,10.5,0.16,120.5,38.0,35,0.8
2024-05-16,Paris,France,224,148.3,137.8,39.3,11.3,6.37,134.6,-7.2,63,10.0
2024-05-16,São Paulo,Brazil,265,63.9,249.5,83.9,44.0,2.45,169.9,-6.4,66,4.1
2024-05-16,Cairo,Egypt,111,82.6,254.4,53.6,3.4,0.73,192.7,9.6,87,13.3
2024-05-17,New York,USA,37,82.1,92.7,58.5,3.6,5.05,85.1,5.3,70,11.2
2024-05-17,Los Angeles,USA,203,116.3,47.8,71.8,16.8,5.52,66.7,30.1,87,10.3
2024-05-17,Delhi,India,149,163.7,33.7,77.4,44.9,2.41,26.5,-0.4,72,10.3
2024-05-17,Paris,France,229,25.0,31.1,70.7,46.2,9.58,95.3,23.7,89,3.5
2024-05-17,São Paulo,Brazil,200,146.1,128.8,77.6,36.2,8.98,76.6,26.6,40,9.8
2024-05-17,Cairo,Egypt,41,222.6,87.2,65.1,15.5,7.15,20.1,11.1,52,1.6
2024-05-18,New York,USA,150,54.7,221.3,10.0,41.1,1.27,105.5,35.6,26,10.6
2024-05-18,Los Angeles,USA,291,68.4,94.3,89.6,17.7,9.24,150.0,26.1,30,13.5
2024-05-18,Delhi,India,195,50.5,97.3,40.1,3.3,2.11,24.2,-9.1,40,10.2
2024-05-18,Paris,France,171,146.5,291.8,72.6,14.1,5.23,146.7,37.1,85,3.0
2024-05-18,São Paulo,Brazil,118,248.4,267.8,47.1,12.1,3.22,41.7,4.9,77,4.6
2024-05-18,Cairo,Egypt,34,155.3,50.2,63.7,45.7,2.83,66.6,29.7,63,7.3
2024-05-19,New York,USA,135,248.1,112.9,81.1,20.4,5.1,170.0,19.3,89,7.6
2024-05-19,Los Angeles,USA,89,246.0,257.7,80.0,12.4,6.37,16.7,-2.4,20,11.5
2024-05-19,Delhi,India,87,101.4,210.6,67.0,24.6,8.57,59.8,20.1,70,14.5
2024-05-19,Paris,France,247,15.4,132.2,43.7,35.2,9.81,144.7,-6.0,13,3.8
2024-05-19,São Paulo,Brazil,224,224.1,185.5,61.4,19.6,4.13,40.3,15.8,27,12.4
2024-05-19,Cairo,Egypt,50,186.1,220.4,74.5,32.1,5.64,91.3,-5.3,79,12.9
2024-05-20,New York,USA,236,169.0,148.5,30.8,43.7,4.8,63.6,33.7,53,1.5
2024-05-20,Los Angeles,USA,297,36.3,84.4,65.2,16.6,9.03,15.3,16.5,17,3.3
2024-05-20,Delhi,India,282,172.9,177.5,94.7,33.9,6.23,140.4,-9.7,42,8.2
2024-05-20,Paris,France,44,140.0,248.3,32.0,43.7,4.66,70.8,35.1,89,1.2
2024-05-20,São Paulo,Brazil,88,228.0,241.1,26.1,43.8,1.12,192.6,-6.7,70,14.8
2024-05-20,Cairo,Egypt,157,168.7,212.3,59.3,9.5,3.48,72.8,17.2,54,11.5
2024-05-21,New York,USA,77,158.9,299.3,57.3,45.8,4.43,129.2,14.4,73,8.1
2024-05-21,Los Angeles,USA,180,185.4,188.7,6.7,25.7,8.47,82.0,-1.4,89,12.7
2024-05-21,Delhi,India,182,181.7,290.1,23.8,20.9,2.14,90.0,39.9,80,2.2
2024-05-21,Paris,France,237,205.4,181.1,70.1,29.8,0.29,180.4,5.9,57,11.0
2024-05-21,São Paulo,Brazil,207,41.7,299.8,41.3,41.2,6.6,69.0,13.9,36,8.3
2024-05-21,Cairo,Egypt,34,140.1,288.5,85.4,41.2,0.55,133.7,-1.3,43,3.7
2024-05-22,New York,USA,241,74.0,120.2,78.0,45.3,9.42,167.2,-2.4,24,5.4
2024-05-22,Los Angeles,USA,231,231.2,68.4,57.3,4.6,1.73,54.5,32.5,15,8.1
2024-05-22,Delhi,India,34,217.2,140.5,14.6,12.0,5.02,129.6,3.3,12,11.0
2024-05-22,Paris,France,173,234.3,126.2,74.3,4.4,5.2,15.0,-4.5,31,2.4
2024-05-22,São Paulo,Brazil,264,224.8,137.1,35.3,4.8,2.53,136.1,12.5,34,6.0
2024-05-22,Cairo,Egypt,162,143.4,261.0,39.8,21.0,9.02,199.5,36.3,45,10.8
2024-05-23,New York,USA,175,5.4,289.6,17.8,6.3,8.71,112.6,16.6,28,9.2
2024-05-23,Los Angeles,USA,162,249.7,242.3,95.9,38.3,6.39,120.5,17.2,84,12.4
2024-05-23,Delhi,India,46,177.8,146.7,8.6,3.8,6.44,21.6,-8.3,32,11.4
2024-05-23,Paris,France,49,206.9,59.4,99.9,36.3,2.7,118.5,20.7,11,4.9
2024-05-23,São Paulo,Brazil,246,164.8,38.4,55.5,12.4,6.96,115.8,37.0,34,8.2
2024-05-23,Cairo,Egypt,88,213.8,268.6,58.7,16.1,3.18,78.0,6.1,38,13.4
2024-05-24,New York,USA,215,197.0,93.5,78.2,42.0,4.22,88.4,32.0,52,2.1
2024-05-24,Los Angeles,USA,60,249.4,163.2,43.7,2.9,8.9,99.4,21.4,34,9.8
2024-05-24,Delhi,India,260,202.8,134.1,90.4,34.4,3.32,85.2,27.1,12,1.5
2024-05-24,Paris,France,260,237.5,298.5,64.7,27.3,4.59,149.3,1.1,69,12.6
2024-05-24,São Paulo,Brazil,164,82.2,175.9,38.7,33.5,7.26,68.0,15.2,69,10.1
2024-05-24,Cairo,Egypt,94,150.5,80.4,70.7,38.2,1.42,195.7,2.3,63,13.4
2024-05-25,New York,USA,36,140.0,217.2,36.0,47.8,3.43,111.3,23.2,76,11.7
2024-05-25,Los Angeles,USA,254,25.8,81.2,34.9,34.6,1.83,197.4,27.6,56,8.2
2024-05-25,Delhi,India,119,42.2,144.7,12.4,15.2,6.36,153.0,12.6,68,14.6
2024-05-25,Paris,France,238,138.3,208.7,79.9,18.9,2.75,89.6,-7.6,73,10.9
2024-05-25,São Paulo,Brazil,230,89.3,55.7,24.2,18.9,3.84,56.7,15.5,24,12.5
2024-05-25,Cairo,Egypt,111,208.0,74.9,82.5,31.2,4.37,81.1,34.3,40,11.6
2024-05-26,New York,USA,82,135.6,30.7,32.2,31.7,0.57,72.8,25.4,81,4.1
2024-05-26,Los Angeles,USA,97,59.9,66.7,93.2,5.5,4.56,184.6,12.3,73,7.8
2024-05-26,Delhi,India,226,178.8,119.3,62.6,41.3,8.28,125.9,-4.2,56,14.4
2024-05-26,Paris,France,150,64.7,96.8,8.8,5.7,7.5,70.5,-9.3,75,13.0
2024-05-26,São Paulo,Brazil,240,108.9,220.5,67.2,9.5,6.29,62.1,1.4,19,10.8
2024-05-26,Cairo,Egypt,213,206.5,296.4,44.3,9.9,0.47,170.9,22.2,38,12.6
2024-05-27,New York,USA,219,155.7,35.8,74.2,35.1,0.49,11.0,-10.0,66,6.3
2024-05-27,Los Angeles,USA,158,33.7,46.4,49.2,38.9,8.0,185.5,5.8,45,11.0
2024-05-27,Delhi,India,108,176.6,43.3,91.1,35.4,4.75,117.7,20.4,47,0.8
2024-05-27,Paris,France,49,228.7,258.7,39.1,38.8,1.19,72.6,37.3,66,5.3
2024-05-27,São Paulo,Brazil,289,209.9,50.9,12.9,17.4,6.98,80.8,15.2,30,12.4
2024-05-27,Cairo,Egypt,109,42.8,193.9,11.9,25.7,7.23,46.9,28.6,59,5.8
2024-05-28,New York,USA,47,52.7,225.5,85.7,27.1,8.5,26.5,10.4,66,8.1
2024-05-28,Los Angeles,USA,111,27.9,277.6,42.7,14.1,8.07,158.0,9.2,64,8.7
2024-05-28,Delhi,India,114,135.0,86.3,19.5,32.8,4.89,99.8,-2.6,46,1.6
2024-05-28,Paris,France,144,214.2,221.6,45.4,45.1,8.8,196.4,37.4,90,11.2
2024-05-28,São Paulo,Brazil,75,175.6,127.3,59.3,24.8,8.32,27.2,19.7,80,11.7
2024-05-28,Cairo,Egypt,116,126.2,267.0,41.0,40.9,1.96,143.3,28.7,17,6.0
2024-05-29,New York,USA,242,210.5,207.2,40.4,10.3,0.56,177.6,-5.3,49,10.0
2024-05-29,Los Angeles,USA,176,18.8,50.9,48.0,41.4,8.12,16.5,4.5,16,8.6
2024-05-29,Delhi,India,126,93.2,275.9,82.3,43.6,4.91,153.5,9.8,37,3.1
2024-05-29,Paris,France,168,92.0,101.1,21.7,7.3,2.62,177.7,35.2,77,7.6
2024-05-29,São Paulo,Brazil,160,239.9,260.4,11.3,16.8,8.25,140.4,7.6,21,6.7
2024-05-29,Cairo,Egypt,56,148.1,174.9,59.7,34.3,5.68,161.2,13.0,20,7.8
2024-05-30,New York,USA,104,71.6,248.8,7.7,14.2,6.83,17.8,-3.6,74,10.4
2024-05-30,Los Angeles,USA,298,104.1,12.4,19.4,4.5,3.62,171.3,35.1,40,13.0
2024-05-30,Delhi,India,216,195.2,191.2,45.1,30.3,5.87,148.2,32.4,12,13.4
2024-05-30,Paris,France,100,12.2,17.4,99.4,43.9,6.38,57.7,36.4,88,4.7
2024-05-30,São Paulo,Brazil,131,12.2,132.4,36.0,8.2,3.07,165.5,26.9,53,5.4
2024-05-30,Cairo,Egypt,137,131.9,12.2,8.6,29.1,0.22,150.6,14.7,46,8.1
2024-05-31,New York,USA,209,203.3,96.6,15.7,37.0,0.94,34.4,24.2,81,8.5
2024-05-31,Los Angeles,USA,79,242.6,128.1,75.2,23.6,7.88,175.4,14.9,68,8.5
2024-05-31,Delhi,India,283,149.5,222.0,31.0,13.3,8.08,19.3,27.4,51,9.1
2024-05-31,Paris,France,158,227.6,116.2,83.5,44.6,3.39,184.1,-5.3,42,5.2
2024-05-31,São Paulo,Brazil,259,144.5,265.6,37.6,34.2,8.74,191.9,11.7,58,6.7
2024-05-31,Cairo,Egypt,35,195.0,96.5,97.8,22.6,2.69,102.6,-2.4,78,3.7
2024-06-01,New York,USA,199,159.7,167.5,51.6,37.1,2.26,58.8,-6.1,34,13.2
2024-06-01,Los Angeles,USA,214,232.1,257.7,78.9,29.0,7.46,150.5,13.4,10,8.0
2024-06-01,Delhi,India,56,27.2,119.4,16.9,32.2,6.2,108.8,-6.3,23,6.9
2024-06-01,Paris,France,96,39.1,43.7,80.7,40.6,6.91,20.4,20.2,14,14.8
2024-06-01,São Paulo,Brazil,148,187.4,104.7,76.7,42.8,3.02,175.4,7.0,82,3.3
2024-06-01,Cairo,Egypt,198,49.5,262.8,59.1,13.0,6.91,185.8,26.2,76,8.4
2024-06-02,New York,USA,149,62.0,187.4,8.8,42.2,9.5,134.5,-0.9,32,5.7
2024-06-02,Los Angeles,USA,57,239.9,235.0,52.8,46.2,4.91,147.3,-0.3,52,2.7
2024-06-02,Delhi,India,67,94.5,271.8,39.7,23.4,0.68,103.6,35.2,34,12.9
2024-06-02,Paris,France,169,200.1,162.9,17.4,4.3,2.83,149.5,18.8,55,13.5
2024-06-02,São Paulo,Brazil,212,241.2,12.4,41.2,31.3,2.92,66.7,15.0,81,4.0
2024-06-02,Cairo,Egypt,182,206.5,267.2,9.5,34.8,5.63,125.8,35.4,37,6.7
2024-06-03,New York,USA,105,102.7,183.7,23.5,48.9,1.45,128.6,4.2,42,2.9
2024-06-03,Los Angeles,USA,66,237.9,26.4,41.4,38.8,0.69,119.2,13.4,82,5.7
2024-06-03,Delhi,India,74,224.1,24.7,91.0,24.4,5.78,76.6,26.5,29,14.0
2024-06-03,Paris,France,242,56.5,15.3,74.9,23.4,5.07,159.3,22.5,67,14.2
2024-06-03,São Paulo,Brazil,73,20.3,86.4,61.0,22.3,2.71,50.6,16.3,90,13.2
2024-06-03,Cairo,Egypt,271,27.9,239.1,88.4,49.5,4.96,33.3,23.9,40,8.5
2024-06-04,New York,USA,258,229.7,241.1,29.8,4.3,3.97,105.2,38.5,39,4.6
2024-06-04,Los Angeles,USA,201,108.3,218.4,38.8,7.1,1.12,11.8,36.8,57,13.9
2024-06-04,Delhi,India,157,165.1,146.2,19.9,37.3,1.68,167.1,18.2,18,3.4
2024-06-04,Paris,France,237,77.7,183.0,79.3,31.4,8.9,59.2,27.5,80,1.4
2024-06-04,São Paulo,Brazil,215,110.8,230.3,43.9,20.2,5.92,94.7,-3.2,78,6.6
2024-06-04,Cairo,Egypt,177,96.7,185.4,82.0,41.2,7.57,69.4,39.4,25,5.6
2024-06-05,New York,USA,64,126.4,63.2,84.0,21.1,3.79,24.3,25.6,41,12.2
2024-06-05,Los Angeles,USA,236,56.3,191.9,55.1,48.6,4.4,86.6,1.0,64,2.6
2024-06-05,Delhi,India,124,196.6,278.1,43.8,4.2,6.92,168.7,21.2,18,6.2
2024-06-05,Paris,France,222,205.3,251.2,77.3,6.6,8.76,80.8,21.3,13,11.1
2024-06-05,São Paulo,Brazil,145,157.9,135.3,64.7,38.0,8.91,117.7,-4.7,72,7.5
2024-06-05,Cairo,Egypt,120,57.3,141.1,73.5,6.2,1.04,51.5,-7.8,10,3.3
2024-06-06,New York,USA,82,225.3,99.7,90.8,13.5,6.02,80.8,36.1,89,12.8
2024-06-06,Los Angeles,USA,77,218.0,18.3,31.1,37.5,1.93,41.4,23.5,65,2.2
2024-06-06,Delhi,India,72,42.8,107.6,70.5,11.4,6.78,35.6,13.3,76,0.9
2024-06-06,Paris,France,280,204.1,82.0,33.6,33.8,4.06,17.7,27.0,33,4.8
2024-06-06,São Paulo,Brazil,77,182.3,147.1,24.9,5.5,7.67,182.4,29.3,90,13.6
2024-06-06,Cairo,Egypt,290,108.2,231.3,82.6,42.2,5.26,109.1,8.0,20,5.8
2024-06-07,New York,USA,116,25.7,201.3,60.2,38.6,0.84,146.2,34.1,54,13.0
2024-06-07,Los Angeles,USA,248,11.5,16.4,55.5,14.8,8.63,140.3,8.7,11,11.7
2024-06-07,Delhi,India,144,35.3,249.8,65.5,38.7,6.87,157.8,8.4,61,11.8
2024-06-07,Paris,France,88,108.7,169.3,97.9,27.7,6.85,42.3,-2.6,77,8.8
2024-06-07,São Paulo,Brazil,83,220.3,91.0,5.2,24.2,3.32,195.3,18.2,26,4.8
2024-06-07,Cairo,Egypt,161,178.2,103.4,18.4,19.5,9.57,190.0,35.7,74,12.7
2024-06-08,New York,USA,181,155.4,170.6,13.1,7.7,2.33,17.0,-5.4,76,7.7
2024-06-08,Los Angeles,USA,104,148.6,163.7,94.7,48.5,6.8,144.2,24.5,34,9.0
2024-06-08,Delhi,India,110,9.9,257.9,71.4,35.1,7.85,101.1,33.7,30,6.7
2024-06-08,Paris,France,173,130.7,145.5,21.5,3.3,0.65,37.5,2.3,17,11.9
2024-06-08,São Paulo,Brazil,275,160.6,299.9,29.0,23.9,7.66,15.5,11.0,12,2.2
2024-06-08,Cairo,Egypt,111,155.2,84.8,62.8,32.5,9.52,168.4,25.5,20,7.6
2024-06-09,New York,USA,143,129.7,244.1,75.0,44.0,6.9,82.5,18.9,83,5.9
2024-06-09,Los Angeles,USA,117,25.1,141.9,63.7,34.6,6.82,97.1,25.3,63,11.8
2024-06-09,Delhi,India,37,178.5,266.7,28.0,31.4,9.32,129.5,-7.0,27,3.8
2024-06-09,Paris,France,141,67.6,139.3,79.0,13.1,9.76,162.2,25.4,82,6.0
2024-06-09,São Paulo,Brazil,264,182.6,208.3,70.2,42.9,2.89,135.3,-4.1,58,13.0
2024-06-09,Cairo,Egypt,73,126.2,194.8,89.7,44.3,3.02,30.0,35.9,68,12.5
2024-06-10,New York,USA,30,109.5,62.0,23.4,38.5,0.28,36.4,8.6,34,4.7
2024-06-10,Los Angeles,USA,286,227.8,120.4,88.4,5.9,5.44,78.8,1.0,14,8.9
2024-06-10,Delhi,India,37,109.5,178.8,58.6,40.0,4.5,116.2,15.1,40,5.1
2024-06-10,Paris,France,221,97.9,208.5,46.5,16.8,7.43,42.3,38.4,78,13.3
2024-06-10,São Paulo,Brazil,95,162.3,142.0,41.5,12.3,9.66,20.3,28.6,28,10.4
2024-06-10,Cairo,Egypt,192,214.8,42.9,86.9,18.9,3.69,65.3,-4.8,49,5.3
2024-06-11,New York,USA,67,17.7,132.2,41.6,27.5,3.49,84.7,22.0,28,10.2
2024-06-11,Los Angeles,USA,64,63.1,67.3,27.9,41.9,1.18,49.0,13.9,60,0.8
2024-06-11,Delhi,India,259,21.2,296.4,72.6,23.2,5.91,136.8,25.4,39,12.6
2024-06-11,Paris,France,37,82.0,184.4,84.5,6.6,5.49,128.1,1.7,79,2.9
2024-06-11,São Paulo,Brazil,177,193.4,32.9,63.5,27.3,2.33,29.3,15.8,45,2.7
2024-06-11,Cairo,Egypt,44,123.1,38.1,54.9,21.2,3.1,157.9,-9.8,24,2.9
2024-06-12,New York,USA,236,166.3,82.3,16.2,49.3,1.17,62.2,22.5,32,8.2
2024-06-12,Los Angeles,USA,229,145.0,72.0,44.4,15.9,1.08,60.2,-5.2,21,12.6
2024-06-12,Delhi,India,274,184.7,268.3,13.5,13.6,6.63,132.0,-3.3,56,14.7
2024-06-12,Paris,France,191,52.1,35.7,67.9,22.0,8.04,100.6,26.3,27,11.2
2024-06-12,São Paulo,Brazil,155,16.6,204.6,48.2,26.5,7.8,38.9,3.3,44,2.9
2024-06-12,Cairo,Egypt,190,160.6,121.7,52.7,3.4,7.03,109.0,12.5,62,10.5
2024-06-13,New York,USA,229,133.1,52.1,92.9,48.9,2.95,165.3,-5.1,62,9.8
2024-06-13,Los Angeles,USA,38,68.4,155.2,67.6,18.1,0.92,37.9,-2.8,46,6.6
2024-06-13,Delhi,India,56,237.2,185.4,82.4,31.9,1.87,165.3,37.8,39,4.6
2024-06-13,Paris,France,216,78.1,82.4,24.0,30.7,7.48,130.4,37.2,45,4.8
2024-06-13,São Paulo,Brazil,210,120.1,266.7,88.2,15.3,3.0,113.1,15.6,74,6.9
2024-06-13,Cairo,Egypt,102,98.1,53.2,57.6,44.6,1.39,76.1,-9.0,16,13.4
2024-06-14,New York,USA,41,232.5,18.0,98.2,40.6,7.74,63.8,26.3,48,13.3
2024-06-14,Los Angeles,USA,249,75.1,58.4,7.5,15.6,3.59,98.2,27.4,52,3.3
2024-06-14,Delhi,India,272,71.6,15.8,44.6,38.0,9.56,27.1,11.1,64,6.8
2024-06-14,Paris,France,70,171.6,150.9,5.6,38.7,1.9,179.8,39.8,74,10.6
2024-06-14,São Paulo,Brazil,126,126.8,120.7,15.3,28.1,4.44,190.9,33.9,17,5.2
2024-06-14,Cairo,Egypt,248,157.7,70.6,36.7,18.1,0.75,133.5,-5.9,34,2.1
2024-06-15,New York,USA,225,70.2,78.0,73.1,19.8,6.7,145.7,16.6,13,8.0
2024-06-15,Los Angeles,USA,114,109.1,44.5,82.7,11.7,1.04,162.7,5.3,60,7.6
2024-06-15,Delhi,India,220,48.0,122.2,23.6,37.4,9.31,157.6,4.3,27,11.1
2024-06-15,Paris,France,206,218.0,100.1,31.5,48.3,9.44,73.4,1.8,12,11.1
2024-06-15,São Paulo,Brazil,255,246.1,39.7,7.5,49.4,0.94,36.8,37.8,37,1.6
2024-06-15,Cairo,Egypt,70,104.3,159.5,96.7,46.8,8.24,36.1,11.9,18,6.7
2024-06-16,New York,USA,53,217.4,137.0,59.9,25.9,6.53,19.1,-8.3,30,13.6
2024-06-16,Los Angeles,USA,171,160.8,158.1,82.1,2.4,7.86,133.6,-9.0,38,2.6
2024-06-16,Delhi,India,92,200.4,148.1,15.0,2.4,0.18,64.1,-2.9,38,8.3
2024-06-16,Paris,France,55,29.3,104.8,7.9,2.0,3.91,24.9,3.5,20,1.0
2024-06-16,São Paulo,Brazil,123,151.3,274.0,15.5,16.8,7.36,187.4,-6.1,59,7.6
2024-06-16,Cairo,Egypt,216,183.0,237.3,9.8,18.5,8.75,143.8,-0.1,55,13.3
2024-06-17,New York,USA,187,12.0,73.0,35.0,43.5,6.86,126.6,12.1,79,11.0
2024-06-17,Los Angeles,USA,288,153.2,56.9,78.5,7.8,8.32,33.8,14.4,24,7.0
2024-06-17,Delhi,India,39,239.0,287.4,63.4,31.7,8.26,97.1,-6.0,13,8.5
2024-06-17,Paris,France,219,245.6,85.7,67.4,15.7,8.6,114.2,27.0,71,3.3
2024-06-17,São Paulo,Brazil,207,76.8,121.9,69.8,11.6,8.2,191.5,37.4,24,10.5
2024-06-17,Cairo,Egypt,293,226.9,154.1,42.9,36.0,8.85,21.4,5.8,19,13.0
2024-06-18,New York,USA,89,130.2,39.0,42.3,48.9,7.11,29.6,29.4,69,10.7
2024-06-18,Los Angeles,USA,192,136.1,258.9,37.9,17.7,2.2,54.1,8.8,60,10.0
2024-06-18,Delhi,India,199,85.3,137.2,18.8,9.6,8.24,147.7,21.0,51,1.0
2024-06-18,Paris,France,297,163.7,214.6,92.3,22.2,8.18,101.1,39.5,89,13.8
2024-06-18,São Paulo,Brazil,94,97.0,113.4,58.0,24.6,1.16,52.1,5.3,40,13.9
2024-06-18,Cairo,Egypt,38,38.4,52.3,78.3,34.6,7.84,162.6,-6.8,84,1.8
2024-06-19,New York,USA,279,176.0,100.8,91.4,6.0,6.38,116.4,31.1,57,0.9
2024-06-19,Los Angeles,USA,106,31.2,61.8,68.0,3.1,4.74,48.6,19.4,46,13.2
2024-06-19,Delhi,India,202,223.8,63.2,87.8,22.7,0.19,33.4,23.7,58,1.5
2024-06-19,Paris,France,254,98.4,10.8,84.3,15.7,4.8,153.9,18.9,34,7.0
2024-06-19,São Paulo,Brazil,102,131.7,120.1,20.8,34.4,2.22,127.7,-9.6,78,1.7
2024-06-19,Cairo,Egypt,254,34.5,208.7,55.0,28.0,4.3,61.5,5.4,64,11.7
2024-06-20,New York,USA,296,97.7,230.0,34.6,5.4,5.42,62.4,-1.8,89,8.2
2024-06-20,Los Angeles,USA,271,134.1,55.6,73.6,45.7,4.56,194.6,9.0,47,14.9
2024-06-20,Delhi,India,77,146.5,14.9,69.1,49.7,2.33,36.9,37.8,42,14.7
2024-06-20,Paris,France,146,122.2,68.3,67.4,32.4,2.59,74.8,38.6,65,6.2
2024-06-20,São Paulo,Brazil,54,70.4,284.7,8.3,12.1,1.15,63.5,13.2,43,5.8
2024-06-20,Cairo,Egypt,139,114.8,128.5,11.9,12.5,8.46,61.9,27.7,36,7.9
2024-06-21,New York,USA,298,73.2,37.8,22.6,31.3,2.76,37.5,18.9,55,14.6
2024-06-21,Los Angeles,USA,298,33.8,290.4,69.5,17.9,7.84,139.5,-8.6,43,13.4
2024-06-21,Delhi,India,91,141.3,139.5,15.3,30.6,4.77,95.6,16.5,68,11.1
2024-06-21,Paris,France,156,67.2,116.0,36.8,8.9,4.67,66.4,-8.5,33,13.3
2024-06-21,São Paulo,Brazil,227,177.2,102.3,63.7,47.3,6.31,175.6,33.6,13,12.9
2024-06-21,Cairo,Egypt,144,140.9,190.1,79.5,30.6,7.47,109.8,-9.8,69,2.3
2024-06-22,New York,USA,193,77.3,277.7,83.3,36.2,8.57,18.7,25.1,42,13.0
2024-06-22,Los Angeles,USA,65,198.4,208.0,36.4,49.0,8.79,51.6,33.3,75,13.3
2024-06-22,Delhi,India,173,205.3,219.5,23.7,3.2,9.64,176.0,-0.3,27,2.8
2024-06-22,Paris,France,269,169.6,294.8,21.3,43.3,8.95,185.7,32.3,17,14.4
2024-06-22,São Paulo,Brazil,64,230.5,222.3,83.2,6.8,1.23,130.4,-2.3,42,5.2
2024-06-22,Cairo,Egypt,137,249.4,256.6,67.7,31.0,9.89,10.7,-7.4,17,2.2
2024-06-23,New York,USA,161,88.9,255.7,34.3,45.2,3.4,34.7,14.6,53,1.8
2024-06-23,Los Angeles,USA,178,117.2,71.6,26.0,40.0,4.8,51.7,3.2,27,0.7
2024-06-23,Delhi,India,117,236.9,80.8,51.2,35.5,2.23,72.3,-4.0,31,12.8
2024-06-23,Paris,France,174,245.8,21.6,69.1,12.2,8.68,181.0,-1.2,79,2.6
2024-06-23,São Paulo,Brazil,186,133.7,118.9,87.3,22.1,9.38,174.9,17.6,27,4.8
2024-06-23,Cairo,Egypt,164,57.6,59.2,63.4,49.3,9.07,16.6,14.1,58,12.7
2024-06-24,New York,USA,74,85.9,277.7,90.3,28.0,5.32,44.3,30.4,27,2.2
2024-06-24,Los Angeles,USA,277,173.5,94.4,48.6,36.1,0.25,49.0,-9.6,65,2.7
2024-06-24,Delhi,India,105,95.8,184.0,41.3,25.4,1.0,151.9,1.9,66,12.8
2024-06-24,Paris,France,253,191.7,55.2,88.1,35.9,5.97,188.5,39.7,71,14.9
2024-06-24,São Paulo,Brazil,241,94.9,228.3,83.2,33.3,0.49,42.5,37.9,57,3.7
2024-06-24,Cairo,Egypt,235,12.9,19.7,86.9,15.6,4.32,114.4,30.6,31,3.0
2024-06-25,New York,USA,204,243.1,244.5,23.2,10.6,1.46,77.0,-4.7,36,13.8
2024-06-25,Los Angeles,USA,136,241.5,105.6,39.2,4.7,7.25,53.0,8.5,27,2.2
2024-06-25,Delhi,India,269,214.8,76.2,38.0,32.6,0.99,98.6,37.5,78,5.2
2024-06-25,Paris,France,35,220.2,158.7,82.8,5.8,6.08,198.9,25.3,21,1.2
2024-06-25,São Paulo,Brazil,238,29.8,274.5,60.1,5.2,5.26,27.7,15.9,62,1.4
2024-06-25,Cairo,Egypt,156,56.8,162.8,20.9,45.2,1.42,85.3,29.1,84,6.6
2024-06-26,New York,USA,119,87.3,288.8,79.0,40.2,5.54,33.4,16.0,74,12.5
2024-06-26,Los Angeles,USA,181,179.9,246.9,82.3,17.5,4.59,82.4,11.8,54,13.6
2024-06-26,Delhi,India,292,161.4,58.8,36.7,30.6,7.27,42.5,-3.1,33,12.8
2024-06-26,Paris,France,244,233.6,165.5,32.4,29.3,1.92,135.3,7.7,26,14.4
2024-06-26,São Paulo,Brazil,75,56.7,36.6,32.9,13.6,5.09,166.1,16.2,48,14.4
2024-06-26,Cairo,Egypt,272,191.6,81.6,19.9,48.7,3.15,113.2,-5.8,15,4.9
2024-06-27,New York,USA,67,239.1,37.8,44.8,33.6,2.95,152.0,25.0,76,12.1
2024-06-27,Los Angeles,USA,148,97.1,165.9,62.7,45.1,8.29,168.3,18.8,24,1.5
2024-06-27,Delhi,India,88,183.5,85.2,9.7,7.2,6.08,173.9,-1.3,48,14.1
2024-06-27,Paris,France,218,70.2,269.7,48.7,37.0,4.91,82.0,36.6,83,7.5
2024-06-27,São Paulo,Brazil,34,45.6,12.6,59.6,22.6,0.66,13.2,22.3,60,3.2
2024-06-27,Cairo,Egypt,212,173.7,44.3,5.7,29.3,6.9,80.5,-2.3,32,7.1
